Balance,BillCycle,CardID,CardNumber,CardType,CreditLimit,CustomerID,ExpirationDate,InterestRate,IssueDate,Status
4594.63,Monthly,1075430318202767,3555922834328658,American Express,2019.66,402711,2028-10-17,16.07,2021-02-28,Closed
1743.13,Monthly,8372485011792465,4079528112565542,American Express,7150.56,441689,2026-09-09,18.92,2023-07-10,Active
3932.51,Monthly,8874108352153361,4277571423678752,Visa,3573.85,416153,2026-04-18,11.99,2020-04-21,Active
3049.41,Quarterly,8759477102987389,4466365998262725,MasterCard,3904.4,401715,2029-03-28,19,2020-12-04,Closed
2923.82,Monthly,3193134202298431,30422805604212,Visa,7410.32,440747,2026-07-30,16.07,2023-09-02,Suspended
1551.64,Quarterly,7457864649767071,4981876239556,American Express,6361.4,423686,2027-10-09,17.18,2022-12-07,Suspended
652.37,Quarterly,8854716608936032,564958720687,Visa,4988.96,405467,2028-12-20,10.35,2020-03-11,Suspended
1747.48,Monthly,5506036610931320,4848268355098071379,Visa,4571.36,447002,2026-10-29,17.39,2021-08-29,Closed
2039.47,Monthly,7855107719059247,4210757007205779,MasterCard,1146.12,446743,2027-10-09,11.28,2020-01-27,Closed
1093.85,Quarterly,7628799045186422,6561445578332665,MasterCard,7730.24,438345,2026-04-07,12.72,2020-05-03,Suspended
900.04,Monthly,2744934280233706,6555158279727111,Visa,7527.63,448964,2028-04-21,12.31,2020-01-28,Active
2019.97,Quarterly,7797274553300380,180073068176998,MasterCard,8010.57,420616,2028-12-14,12.63,2021-02-25,Closed
4186.06,Quarterly,2719763313483062,4407431876623123,MasterCard,1810.46,446919,2026-11-30,17.7,2022-03-02,Active
583.53,Quarterly,4680079737722699,2259392332246458,American Express,9689.88,410623,2028-12-01,18.51,2021-12-15,Suspended
2092.8,Quarterly,2870128554298438,3560466925919853,Visa,8853.67,408235,2026-07-08,10.67,2023-01-30,Active
4869.2,Quarterly,8380009637283897,2712682158255679,Visa,7155.07,434235,2027-11-16,18.47,2021-10-05,Suspended
4290.13,Quarterly,5957328883925381,180083104513880,American Express,7413.42,406174,2028-01-15,15.73,2020-05-18,Active
788.77,Monthly,8439626428913809,4886045688470562,MasterCard,7367.15,433830,2026-12-10,17.33,2020-10-03,Suspended
3705.99,Quarterly,9292370986883254,6011929727641940,MasterCard,6757.16,409855,2028-08-29,11.4,2023-11-30,Closed
175.39,Monthly,7547376256328796,4024561446985786963,MasterCard,3458.66,439177,2027-03-02,11.66,2020-09-14,Closed
3904.24,Quarterly,3148648474793583,4219771331180,Visa,6157.85,441664,2028-02-18,19.12,2023-10-27,Suspended
458.54,Monthly,7744641769135674,3544622841460478,MasterCard,1069.49,418727,2028-03-19,10.53,2020-08-10,Suspended
4967.48,Quarterly,4091942482556266,501803840716,American Express,1776.32,446177,2028-06-24,11.23,2021-07-25,Closed
1399.41,Monthly,7524795731709469,4055311930232514,Visa,6902.59,413109,2028-04-30,19.45,2022-08-16,Active
4966.03,Quarterly,7907330429058321,4105464339829511,MasterCard,2258.85,410311,2027-10-16,14.78,2023-03-08,Active
4883.97,Monthly,4421895273725733,501865720038,American Express,7013.59,406180,2029-02-22,13.52,2021-08-18,Closed
2484.84,Quarterly,3858592592565850,30227644156419,MasterCard,9050.93,439052,2026-05-08,14.99,2023-10-23,Suspended
1614.18,Monthly,5881673513966031,30282043878618,American Express,6930.82,429775,2028-11-23,13.44,2021-01-28,Closed
4106.17,Quarterly,7762583689823469,6011219074864547,MasterCard,8100.31,440881,2027-01-10,13.77,2020-03-05,Active
3675.27,Quarterly,8731180980137868,4692195778584,American Express,1989.42,403087,2025-08-25,14.56,2022-05-17,Closed
780.28,Quarterly,6733770006205076,4289577760425075,Visa,5497.07,442689,2027-06-11,14.16,2022-12-11,Closed
695.55,Monthly,2277482211511106,343638141042096,American Express,8051.87,415506,2027-04-12,10.68,2024-04-27,Suspended
384.63,Quarterly,4309750348914800,560670157620,Visa,4470.15,434234,2027-12-13,14.03,2023-06-16,Suspended
902.44,Quarterly,8022807914814222,4516814519731205,MasterCard,5056.11,427852,2027-06-19,13.76,2022-11-29,Active
3359.97,Monthly,9688366440795687,2691781171515500,Visa,9469.24,432720,2025-10-15,19.78,2020-01-20,Active
1663.22,Quarterly,8747260100859515,4708619256418892,Visa,7830.49,401846,2026-07-13,15.36,2021-12-17,Closed
4260.47,Monthly,5703466958958394,213120961910386,American Express,9593.86,445250,2027-05-29,19.45,2023-03-07,Suspended
768.94,Quarterly,1000529416531513,30584786585296,Visa,6701.23,404194,2026-05-17,11.65,2023-01-14,Active
4528.52,Monthly,8469691625677405,4856952700816639,Visa,7800.35,436013,2026-07-24,19.14,2023-01-26,Closed
2608.52,Quarterly,8618081574735527,38843178145461,Visa,6789.06,441547,2027-04-18,10.33,2022-08-12,Active
116.07,Monthly,6973654676179130,370958557162295,Visa,9599.1,440069,2026-03-09,19.04,2022-08-05,Suspended
4173,Quarterly,5778505717290742,2701932455987794,Visa,6693.87,414093,2026-01-27,12.98,2024-05-23,Closed
2082.14,Monthly,2438641033172532,4101540627537793092,MasterCard,7797.4,424549,2025-08-05,18.68,2021-09-01,Suspended
4983.3,Monthly,5307994841891617,4691642999652,Visa,1382.77,419646,2028-04-03,18,2023-11-28,Active
3743.81,Quarterly,6423603473155950,3592250214883711,MasterCard,6212.68,441526,2026-08-13,17.04,2020-02-09,Suspended
50.12,Quarterly,2915431212092564,2399745862363905,Visa,7495.53,440332,2028-07-27,19.98,2021-01-04,Closed
3220.63,Quarterly,5354193738989168,4062880566688,MasterCard,9870.3,433189,2029-06-16,15.76,2020-05-21,Active
530.37,Quarterly,9783516159414489,345857887636014,MasterCard,8054.02,413592,2026-03-07,10.69,2023-09-03,Suspended
153.22,Monthly,3779213862699396,630468446566,MasterCard,1901.06,420309,2026-12-24,17.17,2024-01-07,Closed
2764.95,Quarterly,5781078190501994,6011321747950297,Visa,1653.84,442486,2027-04-20,14.29,2022-07-30,Active
1104.22,Monthly,1505587602742619,4616358526840095,MasterCard,2732.97,430581,2027-10-25,17.65,2021-11-15,Closed
2678,Quarterly,6247241035817543,675934884213,American Express,1058.73,434936,2027-08-01,14.39,2023-11-15,Closed
1468.75,Monthly,6213676363054842,6011004379497411,MasterCard,5908.01,402440,2026-05-13,12.43,2023-02-17,Closed
4526.5,Quarterly,7754282961688993,3560675697461221,Visa,8928.86,422769,2026-07-22,17.77,2023-05-19,Active
1616.09,Monthly,6139004496437856,180023877292981,American Express,9038,404825,2029-01-02,12.65,2021-12-20,Closed
2396.68,Quarterly,7279980895206244,6011598323328267,American Express,3558.72,401793,2029-07-28,11.8,2022-11-16,Active
4316.99,Quarterly,9587042394841304,373417816472646,MasterCard,3404.24,418936,2025-12-12,12.09,2022-04-24,Suspended
2111.8,Monthly,8131755993455356,4290257412435973,MasterCard,5312.89,410784,2027-01-15,10.18,2020-08-21,Active
3497.4,Monthly,5202562669347943,345311101749922,MasterCard,2336.4,444053,2027-11-01,13.34,2020-10-23,Active
3532.03,Quarterly,3114724366616644,4126581212656854,American Express,4447.26,424159,2027-12-23,10.69,2020-07-20,Closed
943.78,Monthly,8920794240873193,578908368918,MasterCard,4804.98,401558,2027-10-11,12.38,2022-07-27,Closed
1479.52,Monthly,6219661525954354,639026027099,American Express,8188.28,402489,2025-10-15,11.56,2020-06-07,Suspended
4976.72,Quarterly,1809024055453211,213142906910925,MasterCard,2773.88,442806,2025-08-06,14.45,2022-05-21,Suspended
2702.8,Monthly,4199009102325622,30507676997503,American Express,7373.36,430395,2029-04-09,14.61,2024-06-02,Closed
1624.05,Quarterly,4755813691961899,4172963607127779,MasterCard,1661.32,417200,2026-01-24,19.89,2022-01-20,Suspended
4500.57,Quarterly,2195807357187024,4200031942370,MasterCard,1278.23,411819,2025-12-19,12.23,2022-04-27,Active
2979.9,Monthly,9857635005157589,6525950867856808,Visa,9319.59,436741,2028-06-20,15.75,2020-12-28,Suspended
3603.64,Quarterly,2465332162997960,2222838569685820,Visa,1331.55,401238,2027-05-12,17.59,2022-02-17,Closed
3886.92,Quarterly,7806895000808304,346480729650504,MasterCard,3965.62,408447,2027-10-04,15.53,2022-02-23,Closed
2614.82,Quarterly,5469882036252544,3589671261307822,Visa,4408.94,426197,2028-09-17,17.25,2022-12-10,Suspended
1180.79,Monthly,6404048886912806,2712300237300552,Visa,2309.39,417877,2027-06-15,15.31,2023-02-17,Active
4895.29,Monthly,5600740759143795,2280179078643870,MasterCard,4196.74,412200,2028-05-17,13.94,2022-05-25,Suspended
3861.04,Monthly,9418022462319361,4263124690843,American Express,5439.39,428626,2027-08-16,19.36,2024-07-14,Active
2217.03,Monthly,7826862969729253,4123348010963822,MasterCard,5647.32,433372,2029-03-08,12.1,2020-03-12,Active
1554.84,Monthly,5738360165233610,6593233369899650,MasterCard,2281.41,437116,2028-08-03,12.61,2023-01-30,Closed
186.89,Monthly,7150772966051588,5110395543493563,American Express,2508.69,440481,2026-03-07,15.69,2023-05-07,Suspended
3237.98,Quarterly,9295901232331385,4882152968610331,American Express,1353.54,444626,2025-10-08,12.81,2023-12-13,Active
4934.91,Quarterly,7105229865739768,6538259373701523,Visa,3373.64,408875,2026-01-24,15.09,2022-08-17,Closed
2422.8,Monthly,9436811563522149,676334581201,American Express,3694.49,423568,2029-07-25,11.11,2022-06-24,Active
2981.7,Quarterly,7669908910067529,2531915961580605,MasterCard,6111.63,404921,2027-06-05,17.02,2020-03-04,Suspended
3174.23,Monthly,1859682527999993,36526661327934,American Express,2280.47,415541,2025-10-31,13.71,2022-03-21,Closed
4620.66,Monthly,5847996855993633,6011393474790592,MasterCard,5587.05,403586,2028-12-24,18.6,2021-07-11,Active
290.48,Quarterly,1962729678033430,180025557795803,MasterCard,4750.09,430995,2025-12-15,11.12,2022-10-22,Active
2669.59,Quarterly,8414856272487821,2555760907772119,American Express,8321.81,438681,2027-02-08,10.74,2022-03-17,Active
3149.82,Quarterly,9322030855361787,6526288241299471,Visa,4490.06,414025,2026-08-23,14.6,2022-10-08,Closed
4215.2,Quarterly,4163426903059395,5568157899319983,Visa,3219.07,437767,2026-02-18,19.2,2024-03-08,Closed
1415.44,Monthly,1240728924883935,4930719485223,MasterCard,8318.03,443138,2028-03-27,15.24,2021-11-21,Suspended
2041.62,Monthly,5028717691250922,36866139823969,American Express,9251.03,421286,2029-01-19,19.8,2023-09-19,Closed
2766.27,Monthly,5849051261946309,6011879089845888,MasterCard,9063.14,436073,2028-07-17,19.7,2023-10-20,Active
356.43,Quarterly,7137362629826209,30485215262699,MasterCard,9074.94,438048,2029-01-25,19.09,2021-02-01,Suspended
2331.24,Quarterly,7949755902176724,3505413601250797,Visa,4525.26,440784,2027-02-19,19.64,2021-03-24,Suspended
478.12,Quarterly,3484940024969510,6011647196139382,MasterCard,2761.26,401131,2026-04-22,12.47,2021-03-07,Suspended
2518.36,Quarterly,4147134631262346,4325325495296,American Express,1431.4,426952,2027-10-30,12.08,2021-06-26,Closed
1548.09,Quarterly,3475890198604451,4127069572698,Visa,1719.45,414918,2026-10-04,12.22,2024-06-08,Suspended
1427.58,Quarterly,7811318221188636,373413232692669,MasterCard,5641.7,404444,2029-06-05,10.63,2020-11-18,Active
1441.08,Quarterly,4432288187109119,4408038383098,Visa,7451.02,430815,2028-10-06,12.23,2022-12-04,Closed
521.13,Monthly,5996705405810940,3589433750320919,MasterCard,5283.73,401311,2029-02-22,18.68,2023-03-27,Suspended
3009.28,Quarterly,6568901633913078,4207237246326855,American Express,8753.34,402810,2029-05-16,10.43,2024-07-12,Suspended
34.77,Monthly,6804470914261748,2720008454636521,MasterCard,1304.97,403708,2026-04-25,19.13,2023-04-30,Active
671.42,Monthly,2852514682185871,639092803506,Visa,8615.4,421645,2028-01-31,18.02,2020-07-28,Active
4615.52,Monthly,5712869592856433,4648839360686961803,American Express,8744.4,444048,2028-07-16,16.05,2022-06-17,Suspended
803.08,Quarterly,8992991545922410,630476012863,American Express,8611.75,437578,2025-11-09,12.89,2022-07-07,Suspended
1060.67,Quarterly,4146912114520006,3542377798306446,MasterCard,4222.93,443550,2028-06-03,10.76,2021-07-24,Closed
2055.46,Quarterly,5482626445118644,6576765393053466,American Express,5996.67,439354,2027-03-08,12.72,2020-04-06,Active
3943.46,Quarterly,8023231324638594,6516171440265455,American Express,5117.73,416061,2027-08-05,18.42,2021-02-04,Active
4136.91,Monthly,9472632831711540,3513404890164864,MasterCard,2088.83,414032,2025-09-19,11.36,2021-04-11,Suspended
4022.88,Monthly,2077268584061685,30266729952722,MasterCard,5909.89,425972,2026-07-17,18.55,2023-12-09,Active
805.07,Quarterly,6491014603840638,2229700425610009,American Express,1342.14,433436,2025-08-26,13.45,2024-01-21,Active
3402.12,Monthly,3609366220489644,38721949904731,Visa,8595.56,419250,2026-09-04,16.45,2021-04-22,Suspended
2116.71,Monthly,3328145322670460,4544707303232164,MasterCard,3070.19,407636,2027-09-20,10.24,2020-10-25,Suspended
616.14,Monthly,5793760214348183,4477152363608,Visa,3916.94,403093,2029-01-29,19.88,2021-08-07,Active
1217.13,Monthly,4523169665705316,4857502393019455006,American Express,3450.67,403382,2027-05-15,14.38,2023-11-03,Closed
1501.47,Monthly,6827297948071832,213124983310948,Visa,8378.1,431991,2027-03-26,17.54,2021-07-16,Suspended
4578.17,Quarterly,5061109023485682,373408086664384,Visa,7152.51,430189,2027-07-08,13.08,2022-08-31,Suspended
844.83,Monthly,3917238512732612,3525869268620398,Visa,3238.69,447979,2028-08-15,16.87,2022-12-08,Active
2688.18,Quarterly,5871892620234917,4019793210829587,Visa,5814.1,412885,2029-04-26,19.24,2023-09-12,Closed
2706.49,Monthly,1490063912754743,2711125548195875,MasterCard,4497.07,406765,2028-08-30,14.21,2021-05-02,Active
1812.93,Monthly,4531827924218596,4094062025340,Visa,7917.31,444680,2026-05-10,15.65,2020-07-17,Active
1859.81,Monthly,9507728739367429,374149711770126,American Express,1765.45,405878,2028-07-14,19.67,2020-08-28,Closed
4936.89,Monthly,7165328675392230,38212543852252,MasterCard,2448.47,441059,2027-01-17,13.25,2022-10-04,Active
3327.05,Monthly,1024239692426263,340915035995263,MasterCard,7678.19,409533,2027-07-30,16.8,2021-06-22,Active
2467.1,Quarterly,3051357210948567,4181689191412959,American Express,2800.88,428822,2027-01-13,16.06,2022-06-04,Suspended
1387.66,Monthly,2763996623230638,577238129396,MasterCard,8650.37,404443,2028-03-18,10.18,2023-04-19,Suspended
1156.24,Quarterly,4622944643612908,4661578601221690474,American Express,4532.71,427982,2027-03-03,15.75,2023-03-18,Closed
1160.65,Quarterly,7882431397733461,573472095773,Visa,1685.58,423727,2027-07-29,15.23,2021-07-30,Suspended
4748.6,Monthly,6225840999570507,180013126456768,Visa,7299.39,424707,2026-03-25,19.23,2023-12-25,Active
4234.33,Quarterly,7471416742650435,630495891404,American Express,9912.77,423347,2028-11-29,15.1,2022-04-09,Closed
1268.64,Quarterly,5535062387703068,675949788805,American Express,3047.63,429418,2027-03-14,12.73,2020-04-06,Active
286.43,Monthly,9127579103387569,375671129286568,American Express,7821.8,422376,2026-03-23,13.86,2020-01-06,Active
2676.75,Monthly,1659510981635888,30225654093043,American Express,6361.97,411360,2025-10-22,15.02,2023-04-23,Closed
4513.13,Quarterly,8312414736535855,378533291275893,MasterCard,6032.9,402931,2026-03-06,16.97,2021-12-13,Suspended
2648.39,Monthly,7070871919800653,6530789731118398,American Express,1088.25,437458,2027-09-02,11.77,2020-04-18,Closed
2024.97,Monthly,3792447332245482,2706627815067411,Visa,1442.54,408211,2026-07-23,19.43,2020-03-10,Closed
2188.95,Quarterly,2669118690165858,2423795566629309,MasterCard,5659.17,420350,2026-05-26,13.85,2020-05-19,Closed
2892.73,Quarterly,9156845893222290,4615608436789,American Express,7804.16,406782,2028-07-24,10.18,2020-10-11,Active
1333.43,Quarterly,2783095532970125,30216533625493,American Express,4689.93,438186,2027-06-21,19.45,2021-08-14,Suspended
3703.98,Quarterly,7256855389888428,2225360760011976,Visa,1269.85,408126,2028-10-11,13.39,2022-11-26,Suspended
4299.79,Quarterly,5369742461062018,345553110071695,American Express,6568.13,422670,2027-02-18,10.76,2021-10-18,Suspended
4047.39,Quarterly,7474109852950662,180029012409034,American Express,6574.73,412403,2027-06-04,12.06,2023-01-04,Closed
2733.92,Quarterly,8319457067787136,4462672127087913,MasterCard,3356.44,420317,2028-11-25,10.61,2022-05-22,Suspended
719.51,Monthly,2541119665523635,4653287184049729,Visa,3078.59,424692,2028-01-21,17.03,2021-02-04,Active
2525.67,Monthly,5518257425469766,213153746070606,MasterCard,6320.14,432997,2026-11-24,16.37,2021-08-09,Suspended
169.69,Quarterly,1602864908479048,630476560580,Visa,3680.33,443480,2028-07-13,16.95,2020-08-17,Active
2783.16,Quarterly,4530058291416147,4021168211710332,Visa,8671.02,419018,2027-02-27,19.51,2020-07-24,Active
2834.29,Monthly,2722874986986001,4797517324199613,American Express,9864.6,437939,2026-03-29,19.99,2023-12-25,Suspended
3549.56,Quarterly,5826071970603665,4972360334115080,MasterCard,4089.57,406590,2027-07-04,14.45,2024-05-24,Active
3737.83,Quarterly,8582801590683972,676195039455,Visa,6463.81,415354,2029-02-18,18.97,2020-05-19,Suspended
3231.47,Monthly,4943011845788359,4576326964884139,American Express,6081.16,426228,2028-02-03,10.38,2023-10-09,Closed
1846.97,Quarterly,3730072672186198,5170565267913114,Visa,8425.88,428335,2027-05-17,11.24,2021-06-17,Suspended
2685.98,Monthly,5438148960391026,373620137700377,Visa,9819.7,448152,2027-12-11,19.27,2021-01-05,Suspended
3271.11,Quarterly,4769089463830094,36479137625350,MasterCard,1548.07,428923,2027-04-16,19.22,2024-03-09,Suspended
3228.4,Monthly,8535177189992003,4366017428369171,Visa,6277.23,430615,2026-05-05,15.5,2020-11-01,Suspended
2117.71,Quarterly,2578833953211036,2258880910359322,Visa,6327.25,436434,2025-12-02,11.6,2021-11-20,Active
2909.72,Quarterly,2647234313391699,30282829625084,MasterCard,2577.56,417960,2026-07-06,17.32,2023-01-20,Active
3704.42,Quarterly,1867938711857023,3561664790513640,American Express,1135.93,401852,2029-07-10,14.57,2024-05-14,Closed
2069.76,Quarterly,4076579706182781,4053840490655633,American Express,5641.07,424049,2026-11-24,18.44,2023-04-06,Closed
4962.9,Quarterly,8528001730592887,675991543900,MasterCard,8440.31,427410,2028-08-15,12,2022-06-13,Active
3283.45,Monthly,1490197333490530,4532587380861779903,Visa,4718.24,411412,2025-11-05,14.12,2024-06-26,Suspended
3621.2,Quarterly,6747991710374872,4063401166255,American Express,5097.33,400974,2025-12-09,13.19,2021-09-09,Closed
3496.62,Quarterly,3518646459207217,30248162576804,MasterCard,3679.4,433382,2028-08-26,14.97,2020-02-04,Closed
4511.26,Quarterly,1297715280544526,373244956057049,Visa,4926.41,448428,2029-03-20,16.67,2020-11-29,Closed
1300.46,Monthly,1896521724775694,3595022975561688,MasterCard,3610.88,435075,2026-05-31,18.06,2023-05-03,Closed
2527.85,Monthly,5992686552046780,4891762768965282112,MasterCard,4857.83,441844,2028-06-17,18.78,2023-03-30,Suspended
3726.58,Monthly,2632632207396703,4330107488162,American Express,9243.61,400271,2028-12-09,14.22,2022-12-15,Suspended
868.96,Quarterly,7704482426005490,2716630503445160,MasterCard,4865.79,426564,2029-05-07,18.7,2024-04-02,Suspended
4953.8,Monthly,5487946148640178,345754882076504,Visa,5127.92,409450,2029-07-12,13.44,2020-12-28,Suspended
748.99,Quarterly,5591932288360260,3529930531050932,American Express,9070.79,435573,2029-04-30,14.46,2023-08-27,Suspended
2818.21,Monthly,1172961911293529,2708656370896128,American Express,7784.09,431972,2026-02-09,16.52,2022-01-23,Closed
736.19,Monthly,9549837246057555,4325240985520,Visa,2273.79,411480,2027-06-05,14.67,2022-07-19,Closed
1853.47,Quarterly,9194082483798839,180085322663686,MasterCard,5353.58,424828,2026-11-13,16.32,2020-06-19,Suspended
352.52,Monthly,5486962454332905,503870251504,American Express,6615.22,403048,2027-02-08,10.22,2023-09-12,Active
3609.38,Quarterly,4508075484738947,4623955798678773259,Visa,3563.43,427679,2029-03-15,18.31,2022-05-19,Active
4663.14,Quarterly,2485624432863829,4591354288715145,American Express,7391.26,400296,2028-02-28,18.17,2020-01-11,Closed
4661.69,Monthly,3283932916892518,4841213238956464,MasterCard,2540.35,423270,2026-10-16,14.53,2024-02-14,Active
3016.83,Monthly,1936714090262790,3549791867107183,Visa,6960.33,407943,2027-04-23,12.2,2020-12-08,Suspended
970.8,Monthly,7786461873246218,5292042282016102,Visa,7484.95,405345,2026-04-27,13.08,2021-01-03,Suspended
1914.22,Monthly,8545747267892500,3531976856167229,MasterCard,3975.7,419046,2026-08-03,12.05,2020-09-19,Closed
4146.82,Quarterly,5987527075400745,36745025995257,MasterCard,7727.56,401688,2028-04-02,16.73,2020-09-18,Active
4756.8,Quarterly,1241670190237301,6598399468273900,Visa,9049.49,422266,2028-01-25,13.68,2020-10-09,Suspended
1958.9,Monthly,1600930734804928,371119617371355,MasterCard,4103.31,405260,2026-11-13,14.89,2021-03-02,Suspended
2238.6,Quarterly,9321812710646544,180005099934029,American Express,4721.16,411141,2028-12-27,17.93,2021-04-08,Suspended
3915.79,Monthly,1655805758447331,375081550550955,American Express,2044.93,414222,2026-10-04,18.77,2021-12-12,Active
3730.21,Monthly,9161649605378065,2569393476720196,American Express,7449.43,444944,2027-04-04,18.58,2023-02-11,Suspended
3393.9,Quarterly,7016066073342802,30598568566621,American Express,4275.72,415480,2027-08-18,18.42,2024-02-29,Suspended
606.22,Monthly,6713816899659160,3540278055504842,American Express,5200.97,438272,2029-04-15,15.08,2020-01-07,Closed
4775.65,Monthly,5562403299931115,639097476209,MasterCard,7049.07,447131,2027-01-15,16.73,2024-03-06,Suspended
4765.65,Quarterly,4966823971287441,676392297393,MasterCard,6580.07,420140,2029-04-11,14.7,2024-06-19,Active
2407.37,Quarterly,2292849651982956,375291753314865,Visa,9759.6,423890,2029-06-30,17.68,2020-06-10,Closed
1999.11,Quarterly,8347200420823796,213144310271605,American Express,6780.27,440054,2028-06-02,12.12,2021-05-30,Suspended
277.11,Quarterly,5433523509511273,2288942863502839,Visa,1657.13,433424,2028-11-15,19.03,2024-07-20,Closed
2995.92,Monthly,3326099875157656,4342053295282720097,American Express,2250.13,407557,2028-09-25,18.13,2023-02-14,Closed
3257.18,Quarterly,1615592095789103,3522958815049350,Visa,2759.42,436293,2027-07-06,11.05,2023-03-10,Suspended
3166.48,Quarterly,7086092217488705,3593553063220870,MasterCard,5878.51,418747,2026-06-06,13.5,2023-08-07,Closed
3202.68,Quarterly,6612707703201107,3551562015891571,MasterCard,7499.59,427762,2026-12-08,17.89,2022-03-17,Active
811.42,Quarterly,2788644941364752,180065860542807,American Express,1250.06,403436,2029-06-02,19.06,2020-12-11,Suspended
4209.94,Quarterly,3740626185176794,4304432795673987,MasterCard,2050.35,401812,2026-04-05,16.94,2024-06-13,Active
3361.81,Monthly,3199202913546062,4797053838994356,American Express,6021.7,446385,2026-03-28,16.01,2023-04-28,Active
483.61,Quarterly,9083641855428765,377269871550261,Visa,3044.49,422959,2026-04-03,18.76,2024-03-06,Closed
1532.13,Monthly,5332139711714332,676336745143,MasterCard,7148.85,431505,2026-09-23,13.8,2020-11-21,Suspended
4003.42,Quarterly,2502988708570009,2567746722830683,Visa,5669.54,417370,2028-06-07,12.49,2022-05-23,Active
1030.99,Monthly,1717287647932990,4405014373986409,Visa,4660.98,414007,2027-05-04,12.7,2020-04-27,Suspended
1518.36,Monthly,3514644212743955,4316000910881,Visa,1805.83,444201,2028-02-18,18.81,2020-03-29,Active
563.22,Quarterly,4743144116572038,4297274906187,Visa,7487.56,412752,2027-03-16,15.86,2023-05-18,Closed
4.22,Quarterly,2751162774266095,4016564339872710647,MasterCard,8495.93,401019,2028-12-23,12.03,2021-06-13,Suspended
4907.01,Quarterly,4803518613230078,4587504373358400038,MasterCard,8482.01,443022,2026-02-09,12.26,2022-06-07,Active
863.05,Quarterly,9763078698209262,4486018312154,American Express,8876.67,422231,2026-02-16,10.86,2020-12-30,Active
2023.26,Monthly,4581680642930389,3557052290667023,American Express,8354.14,433738,2028-06-01,12.35,2022-11-28,Suspended
3291.68,Monthly,8252289690439778,3500207273737296,MasterCard,4134.22,428696,2026-05-21,18.55,2023-01-02,Suspended
3446.67,Quarterly,7241361384666940,180026951501706,Visa,1701.8,420616,2025-08-26,11.41,2023-11-06,Closed
3552.56,Monthly,7793295100564556,501801767408,Visa,9755.71,435970,2025-08-16,13.84,2023-11-13,Active
681.82,Quarterly,5918594724121219,3574476966739536,Visa,6813.53,403475,2027-03-11,18.48,2023-02-21,Closed
2838.58,Quarterly,9592363776234466,213175965431441,American Express,7930.08,427765,2029-01-14,17.81,2021-10-29,Suspended
1311.47,Quarterly,8202588777834640,4429747500746632,American Express,7598.28,407679,2026-09-17,13.55,2021-06-21,Active
2758.98,Quarterly,3472350170760177,345583456218477,Visa,2544.05,414371,2027-04-12,13.47,2023-10-09,Active
2671.16,Quarterly,4464740888140906,4737036439902,MasterCard,4063.5,404265,2028-04-18,12.24,2021-04-07,Closed
1325.66,Quarterly,4682024760201777,676274049698,Visa,7457.42,426805,2026-12-01,15.98,2020-10-26,Closed
1305.28,Monthly,6694668275225078,630419077973,MasterCard,8680.03,433658,2025-11-17,10.47,2022-05-24,Suspended
4115.39,Quarterly,9709816315070325,3532947940035556,MasterCard,3029.4,412314,2026-01-25,10.05,2020-10-19,Active
4672,Quarterly,5183330664143942,30567465533596,Visa,5570.98,424117,2028-07-23,14.03,2023-03-13,Closed
1421.61,Monthly,1502265789221140,180024764623874,MasterCard,4947.9,422008,2025-11-12,16.99,2020-08-30,Closed
895.19,Monthly,8293054232099257,2296109171811969,Visa,1434.47,412177,2027-05-12,18.74,2022-09-10,Suspended
3929.51,Quarterly,4842365529685979,3547446547439801,Visa,9752.18,402191,2025-10-09,18.29,2022-10-30,Active
1964.32,Quarterly,9324187595029621,5133790999294122,American Express,1045.22,410746,2027-06-06,13.05,2022-01-26,Active
382.18,Quarterly,6823425454015994,4805064128236317,Visa,1103.92,438227,2027-01-14,17.04,2020-08-05,Closed
3743.37,Quarterly,3360823998297265,503800350210,MasterCard,3071.28,419780,2026-04-09,13.09,2020-04-26,Suspended
279.39,Quarterly,3451401281122266,501878668307,American Express,2056.54,404136,2027-04-30,11.27,2022-05-12,Closed
3596.37,Quarterly,4640523860525286,213172369210018,American Express,7482.69,415226,2026-08-30,15.54,2020-10-17,Suspended
4968.22,Quarterly,8336974485009440,565464459355,MasterCard,5910.5,404596,2029-07-08,15.24,2021-01-29,Closed
3398.64,Monthly,2747487970297775,4434271720565858018,Visa,6761.73,434073,2027-06-20,17.02,2021-08-18,Suspended
2915.11,Monthly,4968345858054687,3500256343056294,MasterCard,9833.29,428705,2026-10-23,14.14,2020-05-04,Suspended
4573.19,Monthly,3902068174973601,4593379265085038,American Express,9682.71,416576,2028-08-02,16.6,2023-05-13,Suspended
2526.27,Monthly,1853430261339470,344637313094710,Visa,2508.6,413437,2026-01-01,18.97,2022-08-31,Closed
1475.17,Monthly,3132298528987156,3511529389087234,American Express,1465.74,448564,2026-07-11,12.75,2021-09-02,Closed
2987.76,Monthly,7704326813975861,372317206704379,MasterCard,7813.41,423491,2028-09-23,16.9,2023-01-22,Suspended
1862.29,Monthly,5221462390576935,4682030294996,American Express,4583.85,447674,2027-06-13,10.98,2021-02-16,Active
1860.49,Monthly,2211028361183929,3518923010169714,American Express,4638.14,428088,2029-03-22,14.66,2024-07-07,Suspended
2480.35,Quarterly,8746070824932526,4515489895150149397,Visa,7182.37,447280,2028-10-04,15.65,2024-02-23,Active
636.37,Monthly,9277104784753657,4618750507247969,Visa,5026.1,401666,2029-02-10,13.95,2020-04-29,Active
